"","logFC","AveExpr","t","P.Value","adj.P.Val","B","probe.id","symbols"
"5005_at",1.07423475971495,4.87481528538746,2.61294544764735,0.0150177734539059,0.0427968936324164,-3.33047531053821,"5005_at","ORM2"
"106707243_at",1.0733827916741,5.77427153463264,3.92936354256623,0.000599243175670583,0.00477808377206548,-0.350573329098268,"106707243_at","PRH1-TAS2R14"
"10196_at",1.07234529757298,6.70438019698532,3.321085728742,0.00277313869450796,0.0127137361276412,-1.78333746971937,"10196_at","PRMT3"
"100113407_at",1.07216660467797,5.37986540494326,4.5083229419958,0.000135023537078723,0.00208269738969922,1.05624753021929,"100113407_at","TMEM170B"
"10384_at",1.07213918385727,6.9601428448148,3.27695075618007,0.00309207910422335,0.0136953358300826,-1.88432082561185,"10384_at","BTN3A3"
"10603_at",-1.07206215235449,8.34074440004793,-5.61020935157103,7.92977898507319e-06,0.000655526408375943,3.74366590769495,"10603_at","SH2B2"
"23658_at",1.07139384974079,7.37525697320663,7.58580868295838,6.26189941385425e-08,0.000148982680816543,8.30027170441126,"23658_at","LSM5"
"58506_at",-1.071225741957,6.12828183423809,-6.11601570594998,2.21390543487028e-06,0.000459829383484944,4.95150389276223,"58506_at","SCAF1"
"25978_at",1.07117575572213,7.79140333346997,4.5905445714328,0.000109168612491091,0.00186675987194017,1.25749486710922,"25978_at","CHMP2B"
"79841_at",1.0707691556834,5.78649092855688,3.26149898594681,0.00321190747246764,0.014046266581133,-1.9195572504663,"79841_at","AGBL2"
"89765_at",1.07075099807614,8.10762487629527,3.37713097467819,0.00241378462264475,0.0116147437656225,-1.65440803932462,"89765_at","RSPH1"
"100289097_at",1.07041447604877,7.53387391466838,2.75646141533949,0.0107860823232141,0.0335765048863202,-3.03136537394092,"100289097_at","FRG1CP"
"150291_at",-1.06972689017072,6.97343005375344,-6.28425027809736,1.45620050438411e-06,0.000405705492675837,5.34732623017693,"150291_at","MORC2-AS1"
"57717_at",1.06964723992694,6.65836610076577,3.17259568931946,0.00399342609376206,0.0163566679460777,-2.12104808385119,"57717_at","PCDHB16"
"3608_at",1.06884441277839,9.28968979068927,3.53382243622848,0.00163269865150601,0.00894708378208913,-1.29015157193144,"3608_at","ILF2"
"254956_at",1.0684720322932,6.79715344134493,3.09564114231429,0.00481504775760381,0.0185502046768396,-2.29365013782917,"254956_at","MORN5"
"199857_at",1.06821245487209,7.96423240673054,4.43599162198968,0.000162773901856557,0.00226666254631524,0.879368391893919,"199857_at","ALG14"
"440560_at",-1.06730776418089,5.57810340449536,-4.25801109887354,0.000257675644697502,0.00292746972045681,0.44512154214098,"440560_at","PRAMEF11"
"102724699_at",-1.06689319924091,7.35533442394616,-5.99102365017907,3.02787133894737e-06,0.000488369421314945,4.65539044542277,"102724699_at","LINC02043"
"2316_at",-1.06676609470555,10.4229264000057,-3.73002743911874,0.000995417946902313,0.00652275790926007,-0.827198073912013,"2316_at","FLNA"
"8505_at",1.06656306966056,7.93130729620249,5.45577475682864,1.17565062608339e-05,0.000750188756941432,3.37037908527233,"8505_at","PARG"
"3809_at",-1.06637853133775,6.33231013887706,-5.28382998896505,1.82602694494549e-05,0.000910081166429768,2.95282360720969,"3809_at","KIR2DS4"
"81034_at",1.06630555649675,7.76250850388263,3.96821686275565,0.000542559045646207,0.00452699775601503,-0.257065687390167,"81034_at","SLC25A32"
"29105_at",1.06592095504572,9.7942428244142,6.12341075793006,2.17337715551177e-06,0.000459829383484944,4.96897015545425,"29105_at","CFAP20"
"54867_at",-1.06387309159304,9.26216300472653,-5.76950896630411,5.29288553562851e-06,0.000588631075353775,4.12668576686573,"54867_at","TMEM214"
"100130264_at",-1.06336525193638,4.19182487697161,-7.28416639525479,1.27636022936431e-07,0.000167268376899133,7.63554874216258,"100130264_at","SLC24A3-AS1"
"5357_at",1.06323795871412,7.72645471321442,4.63125318250838,9.82622781999274e-05,0.00178440115837528,1.35718415203064,"5357_at","PLS1"
"6252_at",1.0632167469573,5.92549805963039,4.08088073254518,0.000406451622252408,0.00381915368358639,0.0150175350557573,"6252_at","RTN1"
"55179_at",1.06157688174658,8.48644570701344,3.271758108314,0.00313185783255782,0.0138172058642138,-1.89616914822097,"55179_at","FAIM"
"7832_at",-1.06119191905476,8.56396640483618,-3.09035872534861,0.00487703837594467,0.0187167765140541,-2.30543349177379,"7832_at","BTG2"
"100129550_at",1.06104228563177,6.652988021377,5.14942868110028,2.57925149886995e-05,0.001021465813788,2.62526854602296,"100129550_at","LINC02035"
"22871_at",1.06077308510588,5.62445079296564,4.25980115265571,0.000256489436435572,0.00292408460877993,0.44948010641301,"22871_at","NLGN1"
"100506844_at",1.05915251352587,7.81279078019407,4.87931037959336,5.1754963036563e-05,0.00130239393469405,1.96479873955179,"100506844_at","GIHCG"
"90332_at",-1.05912808847661,7.73672826355112,-4.89533543667925,4.96569222975527e-05,0.00127857095164103,2.00403588408207,"90332_at","EXOC3L2"
"51605_at",1.05886570836015,6.90150616310433,4.64540247152561,9.4732421625844e-05,0.0017525872059572,1.39183910035567,"51605_at","TRMT6"
"7791_at",-1.05885870677561,9.772154496646,-3.43821768223068,0.00207357412947945,0.0104233355750324,-1.51304042019997,"7791_at","ZYX"
"138724_at",-1.05782711486158,5.75910715807533,-6.27036951989886,1.50724520911746e-06,0.000406242248204764,5.31479093724938,"138724_at","C9orf131"
