"","exp_id","cmap_score","p","q","subset_comparison_id","analysis_id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID","valid"
"191",2392,-0.400855164957787,0,0,"ESE_endo","cmap","etoposide",6.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","396","Etoposide [33419-42-0]","C0015133","33419-42-0","DB00773",1
"192",527,-0.399056071738663,0,0,"ESE_endo","cmap","troglitazone",1e-05,6,"PC3","HT_HG-U133A","DMSO","Sigma-Aldrich","T2573","troglitazone","C0245514","NULL","DB00197",1
"193",1773,-0.398511420452564,0,0,"ESE_endo","cmap","sulfadimidine",1.34e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","775","Sulfamethazine sodium salt [1981-58-4]","NULL","1981-58-4","DB01582",1
"194",895,-0.397938779444291,0,0,"ESE_endo","cmap","rosiglitazone",1e-05,6,"MCF7","HT_HG-U133A","DMSO","LKT Laboratories","R5772","rosiglitazone","C0289313","NULL","DB00412",1
"195",5764,-0.397662542416989,0,0,"ESE_endo","cmap","neomycin",4.2e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","158","Neomycin sulfate [1405-10-3]","C0770899","1405-10-3","DB00994",1
"196",5385,-0.39686031391837,0,0,"ESE_endo","cmap","berberine",1.08e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","586","Berberine chloride [633-65-8]","EXPT00672","633-65-8","DB04115",1
"197",4945,-0.396182209072316,0,0,"ESE_endo","cmap","paracetamol",2.64e-05,6,"PC3","HT_HG-U133A","DMSO","Prestwick Chemical","868","Acetaminophen [103-90-2]","NULL","103-90-2","DB00316",1
"198",3115,-0.396021914086481,0,0,"ESE_endo","cmap","amiloride",1.32e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","7","Amiloride hydrochloride dihydrate [17440-83-4]","C0002502","17440-83-4","DB00594",1
"199",4117,-0.395673262624118,0,0,"ESE_endo","cmap","rolitetracycline",7.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","849","Rolitetracycline [751-97-3]","C0035823","751-97-3","DB01301",1
"200",2000,-0.394672342982324,0,0,"ESE_endo","cmap","cetirizine",8.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","503","Cetirizine dihydrochloride [83881-52-1]","C0055147","83881-52-1","DB00341",1
"201",5753,-0.394460733505836,0,0,"ESE_endo","cmap","milrinone",1.9e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","1065","Milrinone [78415-72-2]","C0600487","78415-72-2","DB00235",1
"202",1774,-0.394454633181773,0,0,"ESE_endo","cmap","dicoumarol",1.18e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","785","Dicumarol [66-76-2]","NULL","66-76-2","DB00266",1
"203",2519,-0.393941918886359,0,0,"ESE_endo","cmap","ganciclovir",1.56e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","839","Ganciclovir [82410-32-0]","C0017066","82410-32-0","DB01004",1
