gene_symbol,logfc_dz:392,logfc_dz:978,logfc_dz:148,logfc_dz:602,logfc_dz:24,logfc_dz:52,logfc_dz:39,logfc_dz:478,logfc_dz:448,logfc_dz:504,logfc_dz:11,mean_logfc,median_logfc,common_experiment,organism,signature_type
RPL24,,-0.0696972981095314,,,-0.0475585870444774,,,,-0.0216685179620981,0.0675166174769401,,-0.0178519464097917,-0.0346135525032877,,human,DOWN
LAPTM4A,,,0.0150500228628516,-0.0357507765293121,,,,,-0.032664343714714,,,-0.0177883657937248,-0.032664343714714,,human,DOWN
SRPX,,-0.0263165906071662,0.0150967296212911,-0.0677561983466148,-0.0311531592160463,,,0.0227310173213481,,,,-0.0174796402454376,-0.0263165906071662,,human,DOWN
KIT,,-0.0309739299118518,0.0443590357899665,,-0.0468753911554813,,,,-0.0361089743673801,,,-0.0173998149111866,-0.033541452139616,,human,DOWN
AQP1,-0.0099693881347775,-0.0205115806311368,,,-0.0204410441219806,,,,,,,-0.016974004295965,-0.0204410441219806,-0.0099693881347775,human,DOWN
SRP14,,-0.0270576197654008,0.0320611596107482,-0.0283335205167531,-0.0323260724544525,,,,,,-0.0281257983297109,-0.0167563702911138,-0.0281257983297109,,human,DOWN
SLC38A2,,,,-0.0338218994438648,-0.0231529381126165,,0.0344346389174461,-0.0346781536936759,-0.0258712563663721,,,-0.0166179217398166,-0.0258712563663721,,human,DOWN
GRP,-0.0222663637250661,,,,,-0.0432019494473934,,,0.0166435725986957,,,-0.0162749135245879,-0.0222663637250661,-0.0222663637250661,human,DOWN
FBL,,-0.0329771153628826,,,-0.0362148620188236,,,,,0.0204397849738597,,-0.0162507308026154,-0.0329771153628826,,human,DOWN
HSPA5,,,-0.0303184762597084,,,,,-0.0503898076713085,-0.012842291034758,,0.029601925984025,-0.0159871622454375,-0.0215803836472332,,human,DOWN
SRGN,,,0.0103365294635295,,,,,-0.0219646412879228,,-0.0346785597503185,,-0.0154355571915706,-0.0219646412879228,,human,DOWN
SLC25A3,,-0.0200757384300231,0.0253932867199182,-0.0225421674549579,-0.0243732016533613,,,,-0.0344337150454521,,,-0.0152063071727752,-0.0225421674549579,,human,DOWN
RPS18,,-0.0493145547807216,-0.1175143718719482,0.0644586905837059,-0.0379727631807327,,,,0.0652973875403404,,,-0.0150091223418712,-0.0379727631807327,,human,DOWN
EIF3D,,-0.0269116163253784,0.0178379509598016,-0.0134137459099292,-0.0294631831347942,,,-0.0230075065046548,,,,-0.014991620182991,-0.0230075065046548,,human,DOWN
MYC,,,0.0181700382381677,,,,,-0.0222874972969293,,-0.0400649644434452,,-0.0147274745007356,-0.0222874972969293,,human,DOWN
SERPINE1,,,,,,,0.0374349504709243,-0.0547556169331073,,,-0.0255777649581432,-0.0142994771401087,-0.0255777649581432,,human,DOWN
RPLP0,,-0.0393487736582756,0.0437374450266361,,-0.0277915652841329,,,,,,-0.0326346941292285,-0.0140093970112502,-0.0302131297066807,,human,DOWN
G0S2,,-0.0274275708943605,,,-0.0324409641325473,,,,,0.0181826781481504,,-0.0138952856262524,-0.0274275708943605,,human,DOWN
MIA,,-0.0230278670787811,,,-0.035430047661066,,,,,,0.0169449392706155,-0.0138376584897438,-0.0230278670787811,,human,DOWN
NPY1R,-0.0521286688745021,0.0334116369485855,-0.0310029555112123,,0.0138828493654727,-0.0325936116278171,,,,,,-0.0136861499398946,-0.0310029555112123,-0.0521286688745021,human,DOWN
RPL10,,,,0.0292374212294816,,,,-0.0343693010509014,-0.03515100851655,,,-0.0134276294459899,-0.0343693010509014,,human,DOWN
IGLC7,,-0.0311487186700105,0.0514376424252986,,-0.0596692934632301,,,,,,,-0.0131267899026473,-0.0311487186700105,,human,DOWN
TFRC,,,,,,,,-0.0204721130430698,0.0096195908263325,,-0.0278214663267135,-0.0128913295144836,-0.0204721130430698,,human,DOWN
TPT1,,-0.0542169623076915,0.0393862947821617,-0.0473442189395427,-0.029971033334732,,0.0177611336112022,,-0.0632662177085876,0.0502218306064605,,-0.0124898818986756,-0.029971033334732,,human,DOWN
ACADVL,,-0.0236431509256362,-0.0211076606065034,-0.0176246874034404,-0.0201636180281639,,,0.0231617987155914,,,,-0.0118754636496305,-0.0201636180281639,,human,DOWN
HSP90B1,,0.012410488910973,,,,,,-0.0260044112801551,,,-0.0218333918601274,-0.0118091047431031,-0.0218333918601274,,human,DOWN
SLITRK6,-0.0263525862246751,0.0159224905073642,,,,-0.024350993335247,,,,,,-0.0115936963508526,-0.024350993335247,-0.0263525862246751,human,DOWN
NFKBIA,,,-0.0262439046055078,-0.0239191390573978,,,,-0.0313548184931278,-0.0102273086085915,0.0385922752320766,,-0.0106305791065096,-0.0239191390573978,,human,DOWN
GSTM1,,-0.0227121599018573,,,-0.0284347496926784,,,0.0198465324938297,,,,-0.0104334590335687,-0.0227121599018573,,human,DOWN
CST5,-0.0298602413386106,,,,,-0.0241034142673015,0.0253707319498062,,,,,-0.0095309745520353,-0.0241034142673015,-0.0298602413386106,human,DOWN
IGFBP7,,,0.0171843972057104,-0.0221540424972772,,,,-0.0221688635647296,,,,-0.0090461696187655,-0.0221540424972772,,human,DOWN
SERF2,,,,0.0180092956870794,,,,,,-0.0202068481594324,-0.0243345070630311,-0.008844019845128,-0.0202068481594324,,human,DOWN
VIM,,,0.0976518094539642,-0.0460995733737945,,,,,-0.0297570284456014,-0.0419642776250839,-0.022662203758955,-0.0085662547498941,-0.0297570284456014,,human,DOWN
FCGRT,,-0.0227952189743518,,,-0.0221311673521995,,,,,,0.0196466110646724,-0.0084265917539596,-0.0221311673521995,,human,DOWN
TNS4,-0.0399085767567157,,,,,-0.0230404436588287,,0.0453249365091323,,,,-0.0058746946354707,-0.0230404436588287,-0.0399085767567157,human,DOWN
EIF3L,,,-0.0255702771246433,,,,,-0.0351529829204082,0.0555459409952163,-0.0182434394955635,,-0.0058551896363496,-0.0219068583101034,,human,DOWN
ACTN4,,-0.0272360108792781,,,-0.0260332245379686,,,0.0362581312656402,,,,-0.0056703680505355,-0.0260332245379686,,human,DOWN
ADD3,,-0.0278104469180107,,-0.0266509279608726,-0.0396326258778572,,,,,,0.0722382292151451,-0.0054639428853988,-0.0272306874394416,,human,DOWN
LDHB,,-0.0348566658794879,0.0135840661823749,,-0.0353165604174137,,,,-0.0523865893483161,0.0850640311837196,,-0.0047823436558246,-0.0348566658794879,,human,DOWN
RPLP0P6,,-0.0307952798902988,0.0398227199912071,,-0.0319818146526813,,,,-0.0313941873610019,0.0314438045024871,,-0.0045809514820575,-0.0307952798902988,,human,DOWN
WIF1,-0.0214197188615798,-0.0207702945917844,-0.0204883646219968,-0.0131409233435988,-0.0215552970767021,,,,0.0740108117461204,,,-0.0038939644582569,-0.0206293296068906,-0.0214197188615798,human,DOWN
SAA2,,-0.0165902841836214,-0.0374745763838291,,-0.0247506033629179,,0.0697417631745338,-0.038495622575283,0.0294900108128786,,,-0.0030132187530398,-0.0206704437732696,,human,DOWN
GPR116,0.0435795448720455,,,,,-0.0239196233451366,,,,-0.0260891113430261,,-0.002143063272039,-0.0239196233451366,0.0435795448720455,human,DOWN
