gene_symbol,logfc_dz:749,logfc_dz:748,logfc_dz:747,logfc_dz:750,logfc_dz:812,mean_logfc,median_logfc,common_experiment,organism
HLA-DRB1,0.06060118228197098,,0.04609234258532524,-0.029873931780457497,-0.06480277329683304,0.003004204947501421,0.008109205402433872,0.04609234258532524,human
RPL3,0.06020588055253029,-0.01905476301908493,-0.0620758980512619,,-0.09668024629354477,-0.029401256702840328,-0.040565330535173416,-0.0620758980512619,human
KIT,0.05607058107852936,0.03947819024324417,0.03205934911966324,0.03775069862604141,0.015618622303009033,0.036195488274097444,0.03775069862604141,0.03205934911966324,human
CCNG1,0.053844816982746124,0.03257882595062256,0.03178491070866585,0.05481977388262749,0.024654993787407875,0.03953666426241398,0.03257882595062256,0.03178491070866585,human
RPS13,0.05375983566045761,0.09947314113378525,0.06871578842401505,0.049378734081983566,0.04235955327749252,0.0627374105155468,0.05375983566045761,0.06871578842401505,human
EEF2,0.05163928121328354,0.021591808646917343,0.01987592503428459,,-0.013126784935593605,0.019995057489722967,0.020733866840600967,0.01987592503428459,human
HLA-DRB5,0.05069303885102272,,0.016628161072731018,-0.018330371007323265,-0.07025935500860214,-0.005317131523042917,-0.0008511049672961235,0.016628161072731018,human
HBD,0.04967096820473671,0.15578511357307434,0.2014099806547165,0.24617715179920197,0.20761673152446747,0.1721319891512394,0.2014099806547165,0.2014099806547165,human
GPX1,0.0493827760219574,0.016199497506022453,,,0.05431406572461128,0.03996544641753038,0.0493827760219574,,human
SLC25A3,0.04821302369236946,-0.025446545332670212,-0.018559610471129417,0.03327907621860504,-0.03896963968873024,-0.0002967391163110733,-0.018559610471129417,-0.018559610471129417,human
LTA4H,0.047485314309597015,0.026577332988381386,,0.02201949805021286,-0.03348824009299278,0.01564847631379962,0.024298415519297123,,human
MFSD1,0.046485550701618195,0.05372585356235504,0.05191328749060631,0.03609691560268402,0.023030169308185577,0.04225035533308983,0.046485550701618195,0.05191328749060631,human
ARL6IP5,0.046158067882061005,0.022641995921730995,,,0.01717359758913517,0.028657887130975723,0.022641995921730995,,human
HMGN3,0.044501643627882004,,0.014703423716127872,,,0.029602533672004938,0.029602533672004938,0.014703423716127872,human
MMADHC,0.04351025074720383,0.013184783980250359,0.02675393596291542,0.02133837528526783,,0.02619683649390936,0.024046155624091625,0.02675393596291542,human
SNHG1,0.04272449016571045,0.03722786530852318,,0.03481219708919525,,0.038254850854476295,0.03722786530852318,,human
RAP1B,0.04256446659564972,-0.0482504665851593,-0.038750216364860535,-0.01837647520005703,0.06299765408039093,3.6992505192756654e-05,-0.01837647520005703,-0.038750216364860535,human
APEX1,0.04242357239127159,0.02633151039481163,-0.05108220875263214,,-0.07354633510112762,-0.013968365266919136,-0.012375349178910255,-0.05108220875263214,human
IFITM3,0.04240605607628822,0.04053543135523796,0.04592886194586754,0.03198457136750221,0.01920570619404316,0.03601212538778782,0.04053543135523796,0.04592886194586754,human
PABPC3,0.040555212646722794,0.025857921689748764,,-0.04410630837082863,-0.017956646159291267,0.0010875449515879154,0.003950637765228748,,human
GLYR1,0.03917841985821724,0.029646271839737892,0.014220893383026123,,,0.02768186169366042,0.029646271839737892,0.014220893383026123,human
CYFIP1,0.038427893072366714,0.03628247603774071,0.029619023203849792,0.025905100628733635,,0.03255862323567271,0.03295074962079525,0.029619023203849792,human
SNX3,0.03782624378800392,0.059659358114004135,0.030545439571142197,0.032340746372938156,0.023648347705602646,0.036804027110338214,0.032340746372938156,0.030545439571142197,human
EEF1G,0.037439242005348206,-0.022181881591677666,-0.05828012526035309,-0.025473177433013916,-0.025820480659604073,-0.01886328458786011,-0.025473177433013916,-0.05828012526035309,human
NPTN,0.0373833104968071,0.021903125569224358,,,0.03559556230902672,0.03162733279168606,0.03559556230902672,,human
GTF3A,0.037074096500873566,0.03363330662250519,0.04913916811347008,0.03624611347913742,,0.03902317117899656,0.03666010499000549,0.04913916811347008,human
NDUFB5,0.03676687553524971,0.021817276254296303,0.016520367935299873,0.02769969217479229,-0.018989382311701775,0.01676296591758728,0.021817276254296303,0.016520367935299873,human
HOXA10,0.036427099257707596,0.021888496354222298,0.03422490507364273,,,0.03084683356185754,0.03422490507364273,0.03422490507364273,human
RLIM,0.036332033574581146,0.01713845320045948,-0.01359566766768694,-0.04774060845375061,-0.033879026770591736,-0.008348963223397732,-0.01359566766768694,-0.01359566766768694,human
RPSA,0.03585413470864296,0.04410749673843384,0.014713550917804241,0.055572472512722015,0.08877906948328018,0.04780534487217665,0.04410749673843384,0.014713550917804241,human
HBG2,0.035398632287979126,0.10627368837594986,0.07934574037790298,0.09707702696323395,0.09311772882938385,0.08224256336688995,0.09311772882938385,0.07934574037790298,human
RPL36,0.03520490229129791,0.04331473261117935,0.043173111975193024,0.03535592928528786,,0.039262169040739536,0.03926452063024044,0.043173111975193024,human
GOLGA8H,0.03476274386048317,0.08680596202611923,0.04375707730650902,,,0.055108594397703804,0.04375707730650902,0.04375707730650902,human
EIF4A1,0.03448581323027611,0.024012142792344093,,,-0.03457503765821457,0.007974306121468544,0.024012142792344093,,human
HLA-DRB4,0.0334651917219162,0.02718854323029518,0.028156477957963943,-0.01605411060154438,-0.0549810416996479,0.003555012121796608,0.02718854323029518,0.028156477957963943,human
FAU,0.03344234824180603,0.014580837450921535,0.025011496618390083,,0.03997725993394852,0.02825298556126654,0.029226922430098057,0.025011496618390083,human
