gene_symbol,logfc_dz:592,logfc_dz:521,logfc_dz:520,logfc_dz:522,logfc_dz:519,logfc_dz:524,logfc_dz:523,mean_logfc,median_logfc,common_experiment,organism
TAC1,0.017614683136343956,,,,,,,0.017614683136343956,0.017614683136343956,0.017614683136343956,human
GNG5,0.017527448013424873,,,,,,,0.017527448013424873,0.017527448013424873,0.017527448013424873,human
BEX5,0.017345573753118515,,,,,,,0.017345573753118515,0.017345573753118515,0.017345573753118515,human
CHCHD10,0.017332494258880615,,,,,,,0.017332494258880615,0.017332494258880615,0.017332494258880615,human
SDR39U1,0.017247561365365982,,,,,,,0.017247561365365982,0.017247561365365982,0.017247561365365982,human
RPN2,0.017217032611370087,,,,,,,0.017217032611370087,0.017217032611370087,0.017217032611370087,human
RPL13,0.017043398693203926,,,,,,,0.017043398693203926,0.017043398693203926,0.017043398693203926,human
DNAJB2,0.017033683136105537,,,,,,,0.017033683136105537,0.017033683136105537,0.017033683136105537,human
YWHAB,0.01699613407254219,-0.04248254746198654,-0.04755159467458725,-0.04888587072491646,-0.036765486001968384,-0.043448980897665024,-0.031055424362421036,-0.033313395721571784,-0.04248254746198654,0.01699613407254219,human
MLLT11,0.016914809122681618,-0.044919807463884354,-0.0814400315284729,-0.06008242443203926,-0.05542917177081108,-0.08770623058080673,-0.047446828335523605,-0.05144424071269376,-0.05542917177081108,0.016914809122681618,human
MEA1,0.016900859773159027,,,,,,,0.016900859773159027,0.016900859773159027,0.016900859773159027,human
HSPA1A,0.016879834234714508,0.018324941396713257,0.09167434275150299,,,-0.026957843452692032,,0.02498031873255968,0.017602387815713882,0.016879834234714508,human
COX7A2L,0.016866479068994522,,,,,,,0.016866479068994522,0.016866479068994522,0.016866479068994522,human
GPI,0.016845883801579475,,-0.026388829573988914,,-0.018925735726952553,,,-0.00948956049978733,-0.018925735726952553,0.016845883801579475,human
TMEM14A,0.01682071015238762,,,,,,,0.01682071015238762,0.01682071015238762,0.01682071015238762,human
RPL14,0.01667834259569645,,,,,,,0.01667834259569645,0.01667834259569645,0.01667834259569645,human
