disease_id,drug_disease_label
MONDO_0021107,narcolepsy
MONDO_0021108,meningitis
MONDO_0021115,luminal B breast carcinoma
MONDO_0021117,lung neoplasm
MONDO_0021118,intestinal neoplasm
MONDO_0021144,ovarian clear cell tumor
MONDO_0021148,female reproductive system neoplasm
MONDO_0021165,Paget disease
MONDO_0021187,hyperlipidemia
MONDO_0021193,neuroepithelial neoplasm
MONDO_0021201,skin infection
MONDO_0021204,chronic otitis media
MONDO_0021233,ear neoplasm
MONDO_0021251,endometrium neoplasm
MONDO_0021259,prostate neoplasm
MONDO_0021310,malignant tumor of neck
MONDO_0021321,malignant tumor of extrahepatic bile duct
MONDO_0021334,immunoproliferative disorder
MONDO_0021350,neoplasm of thorax
MONDO_0021355,neoplasm of esophagus
MONDO_0021364,neoplasm of oropharynx
MONDO_0021440,benign neoplasm of skin
MONDO_0021538,verrucous carcinoma of oral cavity
MONDO_0021632,primary brain neoplasm
MONDO_0021633,cerebral astrocytoma
MONDO_0021637,low grade glioma
MONDO_0021639,grade II glioma
MONDO_0021640,grade III glioma
MONDO_0021656,nongerminomatous germ cell tumor
MONDO_0021657,ovarian sex cord-stromal tumor
MONDO_0021658,vascular ectasia
MONDO_0021661,coronary atherosclerosis
MONDO_0021666,ear infection
MONDO_0021681,sexually transmitted disease
MONDO_0021698,alcohol-related disorders
MONDO_0021736,proctosigmoiditis
MONDO_0021739,prurigo
MONDO_0022096,pyogenic granuloma
MONDO_0022103,chronic prostatitis
MONDO_0022113,central centrifugal cicatricial alopecia
MONDO_0022308,corticobasal degeneration disorder
MONDO_0022394,cervical intraepithelial neoplasia
MONDO_0022518,autoimmune inner ear disease
MONDO_0023619,lentigo maligna melanoma
MONDO_0024280,polyarticular arthritis
MONDO_0024290,enuresis
MONDO_0024300,hypophosphatemic rickets
MONDO_0024327,chronic renal failure syndrome
MONDO_0024330,infectious otitis media
MONDO_0024337,urothelial neoplasm
MONDO_0024352,viral respiratory tract infection
MONDO_0024355,respiratory tract infectious disorder
MONDO_0024361,circadian rhythm sleep disorder
MONDO_0024417,perceptual disorders
MONDO_0024474,intraepithelial neoplasia
MONDO_0024475,squamous cell intraepithelial neoplasia
MONDO_0024477,liver and intrahepatic bile duct neoplasm
MONDO_0024503,digestive system neuroendocrine neoplasm
MONDO_0024574,von Willebrand disease (hereditary or acquired)
MONDO_0024647,urolithiasis
MONDO_0024664,"hypertension, pregnancy-induced"
MONDO_0024677,pancreatic insulinoma
MONDO_0024686,"tenosynovial giant cell tumor, diffuse type"
MONDO_0024879,metastatic carcinoma
MONDO_0024880,metastatic malignant neoplasm
MONDO_0024885,malignant ovarian serous tumor
MONDO_0026045,prurigo nodularis
MONDO_0031037,famililal cerebral cavernous malformations
MONDO_0036501,refractory malignant neoplasm
MONDO_0037255,ovarian serous tumor
MONDO_0037256,serous neoplasm
MONDO_0037748,hyperlipoproteinemia
MONDO_0040677,invasive carcinoma
MONDO_0040678,infiltrating urothelial carcinoma
MONDO_0041052,postherpetic neuralgia
MONDO_0041182,polymorphic light eruption
MONDO_0043209,albinism
MONDO_0043373,sudden sensorineural hearing loss
MONDO_0043510,brain injury
MONDO_0043579,enteritis
MONDO_0043653,herpes labialis
MONDO_0043771,radiodermatitis
MONDO_0043797,spinal cord injury
MONDO_0043839,ulcer disease
MONDO_0044212,chronic idiopathic urticaria
MONDO_0044334,connective and soft tissue neoplasm
MONDO_0044348,hemoglobinopathy
MONDO_0044704,oropharynx squamous cell carcinoma
MONDO_0044710,lip and oral cavity squamous cell carcinoma
MONDO_0044743,major salivary gland cancer
MONDO_0044787,nasal cavity and paranasal sinus squamous cell carcinoma
MONDO_0044881,hematopoietic and lymphoid cell neoplasm
MONDO_0044887,central nervous system non-hodgkin lymphoma
MONDO_0044889,high grade B-cell lymphoma
MONDO_0044903,myelofibrosis
MONDO_0044907,metastatic squamous cell carcinoma
MONDO_0044915,salivary duct carcinoma
MONDO_0044917,T-lymphoblastic lymphoma
MONDO_0044919,malignant renal pelvis neoplasm
MONDO_0044925,oral cavity carcinoma
MONDO_0044926,oropharyngeal carcinoma
MONDO_0044937,rectal carcinoma
MONDO_0044964,oral cavity mucoepidermoid carcinoma
MONDO_0044970,mitochondrial disease
MONDO_0045054,cancer-related condition
MONDO_0045056,grade II meningioma
MONDO_0045058,ACTH-producing pituitary gland neoplasm
MONDO_0045069,minor salivary gland carcinoma
MONDO_0056806,non-small cell squamous lung carcinoma
MONDO_0056819,nasal cavity and paranasal sinus carcinoma
MONDO_0100017,pityriasis rubra pilaris
MONDO_0100039,CDKL5 disorder
MONDO_0100053,anaphylaxis
MONDO_0100062,developmental and epileptic encephalopathy
MONDO_0100096,COVID-19
MONDO_0100116,Middle East respiratory syndrome
MONDO_0100130,adult acute respiratory distress syndrome
MONDO_0100192,liver failure
MONDO_0100193,chronic liver failure
MONDO_0100233,long COVID-19
MONDO_0100234,paroxysmal familial ventricular fibrillation
MONDO_0100244,paroxysmal nocturnal hemoglobinuria
MONDO_0100291,early T cell progenitor acute lymphoblastic leukemia
MONDO_0100339,Friedreich ataxia
MONDO_0100342,malignant glioma
MONDO_0100431,migraine without aura
MONDO_0600002,hemorrhagic fever
MONDO_0800026,"central hypoventilation syndrome, congenital, 1, with or without Hirschsprung disease"
MONDO_0800207,"neuropathy, small fiber"
MONDO_0800451,congenital amegakaryocytic thrombocytopenia
MONDO_0810000,choroidal neovascularization
MONDO_0850302,intracranial meningioma
MONDO_0957318,"nephrolithiasis, calcium oxalate"
MP_0001845,inflammation
MP_0001914,hemorrhage
Orphanet_1145,X-linked distal arthrogryposis multiplex congenita
Orphanet_1195,Congenital atransferrinemia
Orphanet_136,CADASIL
Orphanet_139518,Distal hereditary motor neuropathy type 1
Orphanet_145,Hereditary breast and ovarian cancer syndrome
Orphanet_158038,Primary hemophagocytic lymphohistiocytosis
Orphanet_1764,Familial dysautonomia
Orphanet_183469,Genetic hypopigmentation of the skin
Orphanet_1930,Herpetic encephalitis
Orphanet_2314,Autosomal dominant hyper-IgE syndrome
Orphanet_238583,Hyperphenylalaninemia
Orphanet_240071,Classical progressive supranuclear palsy
Orphanet_2442,X-linked lymphoproliferative disease
Orphanet_269,Facioscapulohumeral dystrophy
Orphanet_271861,Familial transthyretin-related amyloidosis
Orphanet_273,Steinert myotonic dystrophy
Orphanet_309005,Disorder of lipid metabolism
Orphanet_325,Congenital factor II deficiency
Orphanet_325690,Genetic disorder of sex development
Orphanet_364,Glycogen storage disease due to glucose-6-phosphatase deficiency
Orphanet_365,Glycogen storage disease due to acid maltase deficiency
Orphanet_37553,Cardiodysrhythmic potassium-sensitive periodic paralysis
Orphanet_411,Hyperlipoproteinemia type 1
Orphanet_413,Hyperlipoproteinemia type 4
Orphanet_43,X-linked adrenoleukodystrophy
Orphanet_46724,Cerebral arteriovenous malformation
Orphanet_47045,Familial cold urticaria
Orphanet_48652,Monosomy 22q13
Orphanet_51636,WHIM syndrome
Orphanet_53,Albers-Schönberg osteopetrosis
Orphanet_552,MODY
Orphanet_590,Congenital myasthenic syndromes
Orphanet_60,Alpha-1-antitrypsin deficiency
Orphanet_665,Albright hereditary osteodystrophy
Orphanet_733,Familial adenomatous polyposis
Orphanet_766,Hemolytic anemia due to red cell pyruvate kinase deficiency
Orphanet_77259,Gaucher disease type 1
Orphanet_77828,Genetic obesity
Orphanet_79062,Disorder of amino acid and other organic acid metabolism
Orphanet_79211,Combined hyperlipidemia
Orphanet_79292,Fish-eye disease
Orphanet_83418,Proximal spinal muscular atrophy type 2
Orphanet_83419,Proximal spinal muscular atrophy type 3
Orphanet_846,Alpha-thalassemia
Orphanet_848,Beta-thalassemia
Orphanet_89936,X-linked hypophosphatemia
Orphanet_903,Von Willebrand disease
Orphanet_912,Zellweger syndrome
Orphanet_93955,Benign essential blepharospasm
Orphanet_97,Familial paroxysmal ataxia
Orphanet_98757,Spinocerebellar ataxia type 3
Orphanet_98974,Fuchs endothelial corneal dystrophy
Orphanet_99842,Leukocyte adhesion deficiency type I
EFO_0000465,endocarditis
EFO_0000693,schwannoma
EFO_0000772,pneumococcal infection
EFO_0001067,parasitic infection
EFO_0002503,cardiac hypertrophy
EFO_0002616,macroglobulinemia
EFO_0003026,minimally differentiated acute myeloblastic leukemia
EFO_0003033,bacteriemia
EFO_0003096,Pick disease
EFO_0003149,advanced heart failure
EFO_0003819,dental caries
EFO_0003837,calcification
EFO_0003932,bacterial vaginosis
EFO_0005225,human african trypanosomiasis
EFO_0005400,chemotherapy-induced alopecia
EFO_0005681,Staphylococcus aureus infection
EFO_0005772,neurodegenerative disease
EFO_0005775,aortic disease
EFO_0005846,cryoglobulinemia
EFO_0005935,overweight body mass index status
EFO_0005938,congenital left-sided heart lesions
EFO_0006887,radiologic finding
EFO_0007046,executive function
EFO_0007129,acute chest syndrome
EFO_0007159,atrophic rhinitis
EFO_0007176,bone giant cell tumor
EFO_0007196,Cauda equina syndrome
EFO_0007295,Hantavirus infectious disease
EFO_0007297,HELLP syndrome
EFO_0007299,hemorrhagic fever with renal syndrome
EFO_0007308,Herpes simplex virus keratitis
EFO_0007316,Human T-lymphotropic virus 1 infectious disease
EFO_0007326,infectious mononucleosis
EFO_0007406,oral candidiasis
EFO_0007625,asthenia
EFO_0008498,clear cell sarcoma
EFO_0008509,lobular breast carcinoma
EFO_0008519,primary hyperparathyroidism
EFO_0008601,pemphigus foliaceus
EFO_0008610,ocular cicatricial pemphigoid
EFO_0009086,arteriosclerosis
EFO_0009130,clostridium difficile infection
EFO_0009254,optic nerve glioblastoma
EFO_0009316,protein c deficiency
EFO_0009363,chronic central serous retinopathy
EFO_0009426,necrosis
EFO_0009446,asphyxia
EFO_0009449,keratitis
EFO_0009464,corneal disease
EFO_0009472,tympanic membrane perforation
EFO_0009485,eye injury
EFO_0009510,peripheral nerve injury
EFO_0009512,lower extremity fracture
EFO_0009521,dislocation
EFO_0009543,disturbances of sensation of smell and taste
EFO_0009544,esophageal disease
EFO_0009554,malabsorption syndrome
EFO_0009622,fracture of pelvis
EFO_0009657,acute pharyngitis
EFO_0009669,flatulence
EFO_0009706,latent autoimmune diabetes in adults
EFO_0009715,wheezing
EFO_0009857,ruminative stress response
EFO_0009952,post-operative atrial fibrillation
EFO_0010283,blood disease
EFO_0011056,nephrotoxicity
EFO_0021520,histiocytic neoplasm
EFO_1000037,lung carcinoid tumor
EFO_1000058,nasopharyngeal squamous cell carcinoma
EFO_1000098,Atypical Endometrial Hyperplasia
EFO_1000101,Atypical Meningioma
EFO_1000270,Gastric Diffuse Large B-Cell Lymphoma
EFO_1000298,Hydatidiform Mole
EFO_1000363,Malignant Urinary System Neoplasm
EFO_1000415,Ovarian Embryonal Carcinoma
EFO_1000432,Ovarian Squamous Cell Carcinoma
EFO_1000486,Pleural Sarcomatoid Mesothelioma
EFO_1000562,Tenosynovial Giant Cell Tumor
EFO_1000684,dermatitis herpetiformis
EFO_1000697,exanthem
EFO_1000728,lipomatosis
EFO_1000740,neurodermatitis
EFO_1000757,porokeratosis
EFO_1000794,acute kidney tubular necrosis
EFO_1000802,alcoholic liver cirrhosis
EFO_1000805,angioid streaks
EFO_1000820,arteriosclerosis obliterans
EFO_1000874,commensal Clostridium infectious disease
EFO_1000919,endometrial stromal sarcoma
EFO_1000950,giant cell reparative granuloma
EFO_1000979,hypothalamic neoplasm
EFO_1000992,intracranial hypertension
EFO_1001020,lipoid nephrosis
EFO_1001041,mesenchymal chondrosarcoma
EFO_1001068,obstructive jaundice
EFO_1001159,Rh isoimmunization
EFO_1001224,ulnar neuropathy
EFO_1001230,uveal cancer
EFO_1001306,"Diarrhea, Infantile"
EFO_1001321,extrinsic allergic alveolitis
EFO_1001329,Follicular Cyst
EFO_1001359,Leukocyte-Adhesion Deficiency Syndrome
EFO_1001451,X-Linked Combined Immunodeficiency Diseases
EFO_1001753,abdominal abscess
EFO_1001771,cardiac edema
EFO_1001793,fetal hypoxia
EFO_1001797,Hemoglobin SC Disease
EFO_1001863,Uterine Inertia
EFO_1001908,phobic disorder
EFO_1001913,Purpura Fulminans
GO_0030073,insulin secretion
HP_0000265,Mastoiditis
HP_0000572,Visual loss
HP_0000712,Emotional lability
HP_0001347,Hyperreflexia
HP_0001371,Flexion contracture
HP_0001601,Laryngomalacia
HP_0001920,Renal artery stenosis
HP_0001976,Reduced antithrombin III activity
HP_0001987,Hyperammonemia
HP_0002043,Esophageal stricture
HP_0002061,Lower limb spasticity
HP_0002153,Hyperkalemia
HP_0002579,Gastrointestinal dysmotility
HP_0002590,Paralytic ileus
HP_0002797,Osteolysis
HP_0003202,Skeletal muscle atrophy
HP_0004349,Reduced bone mineral density
HP_0005208,Secretory diarrhea
HP_0007957,Corneal opacity
HP_0009763,Limb pain
HP_0010750,Dermatochalasis
HP_0012199,Cluster headache
HP_0025267,Snoring
HP_0030051,Tip-toe gait
HP_0030151,Cholangitis
HP_0033454,Tube feeding
HP_0200023,Priapism
MONDO_0000465,atrioventricular block
MONDO_0000931,endometrial disorder
MONDO_0001074,chronic tic disorder
MONDO_0001128,nasal cavity cancer
MONDO_0001314,chondrocalcinosis
MONDO_0001444,Chagas disease
MONDO_0001586,mucopolysaccharidosis type 1
MONDO_0001673,diarrheal disease
MONDO_0001684,exocrine pancreatic insufficiency
MONDO_0002013,lymphangioma
MONDO_0002026,candidiasis
MONDO_0002102,cheilitis
MONDO_0002260,hidradenitis
MONDO_0002331,nephrosis
MONDO_0002380,myoepithelial tumor
MONDO_0002443,bruxism
MONDO_0002495,colon signet ring cell adenocarcinoma
MONDO_0002507,gingival overgrowth
MONDO_0002678,pediatric fibrosarcoma
MONDO_0002989,benign fibrous histiocytoma
MONDO_0003022,pediatric angiosarcoma
MONDO_0003159,vascular hemostatic disease
MONDO_0003689,familial hemolytic anemia
MONDO_0003856,adult malignant hemangiopericytoma
MONDO_0004348,retinal telangiectasia
MONDO_0004491,uterine corpus choriocarcinoma
MONDO_0004627,duodenitis
MONDO_0004700,parotid gland cancer
MONDO_0004892,refractive error
MONDO_0007068,adenylosuccinate lyase deficiency
MONDO_0007309,Charcot-Marie-Tooth disease type 1A
MONDO_0007369,hereditary coproporphyria
MONDO_0007374,Schnyder corneal dystrophy
MONDO_0008148,osteogenesis imperfecta type 4
MONDO_0008280,Peutz-Jeghers syndrome
MONDO_0008297,variegate porphyria
MONDO_0008678,Williams syndrome
MONDO_0008763,Alstrom syndrome
MONDO_0009019,congenital hereditary endothelial dystrophy of cornea
MONDO_0009288,glycogen storage disease Ib
MONDO_0009659,mucopolysaccharidosis type 4A
MONDO_0009661,mucopolysaccharidosis type 6
MONDO_0009676,autosomal recessive limb-girdle muscular dystrophy type 2B
MONDO_0009723,Leigh syndrome
MONDO_0009804,osteogenesis imperfecta type 3
MONDO_0009824,primary hyperoxaluria type 2
MONDO_0009877,Laron syndrome
MONDO_0009950,pyruvate kinase deficiency of red cells
MONDO_0009971,respiratory distress syndrome in premature infants
MONDO_0010006,Sandhoff disease
MONDO_0010035,Smith-Lemli-Opitz syndrome
MONDO_0010269,Coats disease
MONDO_0010298,Lesch-Nyhan syndrome
MONDO_0010735,Kennedy disease
MONDO_0010888,adenomyosis
MONDO_0011156,progressive familial intrahepatic cholestasis type 2
MONDO_0011340,congenital tracheal stenosis
MONDO_0011771,"neuronopathy, distal hereditary motor, autosomal recessive 3"
MONDO_0012084,aromatic L-amino acid decarboxylase deficiency
MONDO_0012865,Pseudofolliculitis barbae
MONDO_0013000,porphyria due to ALA dehydratase deficiency
MONDO_0013327,primary hyperoxaluria type 3
MONDO_0015270,butyrylcholinesterase deficiency
MONDO_0015339,adrenomyeloneuropathy
MONDO_0015352,distal hereditary motor neuropathy type 2
MONDO_0015892,growth hormone insensitivity syndrome
MONDO_0016168,cryopyrin-associated periodic syndrome
MONDO_0016358,limited cutaneous systemic sclerosis
MONDO_0016471,pachyonychia congenita
MONDO_0016748,hemangioblastoma
MONDO_0017138,Opitz G/BBB syndrome
MONDO_0017314,"Ehlers-Danlos syndrome, vascular type"
MONDO_0017582,pituitary adenocarcinoma
MONDO_0017623,PTEN hamartoma tumor syndrome
MONDO_0017708,mevalonate kinase deficiency
MONDO_0017778,lamellar ichthyosis
MONDO_0017910,dehydrated hereditary stomatocytosis
MONDO_0018029,congenital factor XIII deficiency
MONDO_0018060,congenital fibrinogen deficiency
MONDO_0018115,epidermal nevus syndrome
MONDO_0018544,adrenoleukodystrophy
MONDO_0018570,hypophosphatasia
MONDO_0018638,pseudohypoaldosteronism
MONDO_0018866,Aicardi-Goutieres syndrome
MONDO_0018914,hypotrichosis simplex
MONDO_0019072,intrahepatic cholestasis
MONDO_0019118,inherited retinal dystrophy
MONDO_0019289,hyperpigmentation of the skin
MONDO_0019514,hepatic veno-occlusive disease
MONDO_0020122,acquired idiopathic inflammatory myopathy
MONDO_0020204,conjunctival tumor
MONDO_0020656,human papillomavirus-related penile squamous cell carcinoma
MONDO_0020761,Bowen disease of the skin
MONDO_0021077,cystic neoplasm
MONDO_0021121,hemangioendothelioma
MONDO_0021311,malignant tumor of parathyroid gland
MONDO_0021358,neoplasm of hypopharynx
MONDO_0021374,neoplasm of cerebral hemisphere
MONDO_0021535,pancreatic neuroendocrine tumor G1
MONDO_0023206,functional pancreatic neuroendocrine tumor
MONDO_0023297,guttate psoriasis
MONDO_0023644,lip and oral cavity carcinoma
MONDO_0027766,generalized lipodystrophy
MONDO_0027767,partial lipodystrophy
MONDO_0036591,adrenal cortex neoplasm
MONDO_0037745,fibromyxoid tumor
MONDO_0037939,porphyria
MONDO_0042487,uterine cervix carcinoma in situ
MONDO_0043768,thrombocytopenic purpura
MONDO_0043919,radiation pneumonitis
MONDO_0044347,erythrocyte disorder
MONDO_0044751,chronic diarrheal disease
MONDO_0044785,desmoplastic melanoma
MONDO_0100326,Glanzmann thrombasthenia
MONDO_0800453,juvenile absence epilepsy
Orphanet_122,Birt-Hogg-Dubé syndrome
Orphanet_182050,MYH9-related disease
Orphanet_183654,Rare genetic coagulation disorder
Orphanet_238557,Chuvash erythrocytosis
Orphanet_247,Arrhythmogenic right ventricular dysplasia
Orphanet_247691,Retinal vasculopathy and cerebral leukodystrophy
Orphanet_264675,Congenital pulmonary alveolar proteinosis
Orphanet_294049,Reunion Island's Larsen syndrome
Orphanet_303,Dystrophic epidermolysis bullosa
Orphanet_308,Unverricht-Lundborg disease
Orphanet_68335,Chromosomal anomaly
Orphanet_77260,Gaucher disease type 2
Orphanet_77261,Gaucher disease type 3
Orphanet_927,Hyperammonemia due to N-acetylglutamate synthetase deficiency
Orphanet_95157,Acute hepatic porphyria
Orphanet_98920,Spinal muscular atrophy with respiratory distress type 1
